rastr,decstr,st_pmra,st_pmraerr1,st_pmralim,st_pmdec,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeplim,pl_rade,pl_radeerr1,pl_radelim,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmaglim,st_dist,st_distlim,st_teff,st_tefferr1,st_tefflim,st_logg,st_loggerr1,st_logglim,st_raderr1,st_radlim,tfopwg_disp_APC,tfopwg_disp_CP,tfopwg_disp_FA,tfopwg_disp_FP,tfopwg_disp_KP,tfopwg_disp_PC
50410.71,38.70564166666667,24.527,0.029,0.0,-30.637,0.0,2459690.292,0.005436,0,4.7981694,2.85e-05,0,2.1425123,0.3771394,0,1051.067588,101.38171,0,2.3133532,0.8039021,0,47.3415434,669.0065237,11.1345,0.006,0,74.1469,0,4065.0,120.25,0,4.59496,0.109961,0,0.0638743,0,0.0,0.0,0.0,0.0,0.0,1.0
52174.08,39.7904,-118.228,0.036,0.0,-6.973,0.0,2459675.695,0.001782,0,10.3563596,2.08e-05,0,3.4814933,0.1526851,0,923.942127,66.21998,0,2.4103206,0.3509292,0,48.1191014,671.7367777,8.3745,0.006,0,41.9091,0,5149.6,81.7,0,4.6,0.09,0,0.0454673,0,0.0,1.0,0.0,0.0,0.0,0.0
52174.08,39.7904,-118.228,0.036,0.0,-6.973,0.0,2459675.933,0.001486,0,35.1257472,9.92e-05,0,2.839,0.372,0,2066.0,1.14053,0,3.17021,0.207547,0,3.78846,388.0,8.3745,0.006,0,41.9091,0,5149.6,81.7,0,4.6,0.09,0,0.05,0,0.0,1.0,0.0,0.0,0.0,0.0
52174.08,39.7904,-118.228,0.036,0.0,-6.973,0.0,2459673.364,0.001371,0,21.0153047,5.72e-05,0,4.315,0.518,0,2072.0,1.23514,0,3.78219,0.24189,0,28.033,641.0,8.3745,0.006,0,41.9091,0,5149.6,81.7,0,4.6,0.09,0,0.05,0,0.0,1.0,0.0,0.0,0.0,0.0
58650.47,68.8946638888889,-3.399,0.04,0.0,34.826,0.0,2460348.122,0.003245,0,6.1155829,2.35e-05,0,1.941,0.77,0,322.0,29.1633,0,1.56167,0.117786,0,152.993,979.0,9.7807,0.006,0,91.8282,0,5284.0,122.558,0,4.54246,0.085154,0,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0
54523.19,82.44692500000001,35.892,0.04,0.0,-66.784,0.0,2458820.25,0.003081,0,6.2772478,0.0004265,0,1.5325014,0.6161359,0,910.5215536,122.67958,0,2.5385441,2.4801824,0,105.278027,816.9663784,11.0372,0.006,0,151.103,0,5244.0,118.782,0,4.58339,0.0801772,0,0.0434623,0,0.0,0.0,1.0,0.0,0.0,0.0
44481.17,57.75236388888889,-149.355,0.043,0.0,-24.012,0.0,2458711.967,0.000944,0,1.4923179,7.9e-06,0,1.1558314,0.3911067,0,669.71826,79.03957,0,1.2607994,1.5026435,0,84.6732757,773.6710387,10.8515,0.007,0,37.066,0,3577.0,157.0,0,4.75448,0.0071846,0,0.0140953,0,0.0,0.0,0.0,0.0,0.0,1.0
44481.17,57.75236388888889,-149.355,0.043,0.0,-24.012,0.0,2458720.556,0.001497,0,9.3174113,2.28e-05,0,1.7011801,0.6083383,0,1790.554621,168.6067,0,2.0623382,1.6071008,0,7.3649163,420.1570972,10.8515,0.007,0,37.066,0,3577.0,157.0,0,4.75448,0.0071846,0,0.0140953,0,0.0,0.0,0.0,0.0,0.0,1.0
12787.58,-71.25595,18.57,0.05,0.0,44.709,0.0,2458335.989,0.003637,0,22.4586196,8.18e-05,0,7.1989719,0.5103982,0,445.0003089,25.28392,0,2.1229458,0.5853561,0,33.8973151,615.4050768,10.3539,0.006,0,148.372,0,5493.0,186.0,0,4.43001,0.290559,0,0.0512915,0,0.0,0.0,0.0,0.0,0.0,1.0
60091.92,80.04588055555556,-18.769,0.036,0.0,64.767,0.0,2458689.532,0.004544,0,63.5809449,0.0004494,0,3.6561358,0.4726544,0,1446.502964,168.50865,0,3.0597346,0.5072698,0,3.1507778,339.8006415,11.4547,0.006,0,141.436,0,4868.0,119.716,0,4.61964,0.0887982,0,0.046196,0,0.0,0.0,0.0,0.0,0.0,1.0
63432.54,53.02556666666666,-111.988,0.042,0.0,-31.78,0.0,2459757.445,0.003454,0,10.5054362,2.15e-05,0,2.4850401,0.2296826,0,1320.601625,66.876884,0,1.947929,0.3443212,0,8.2567001,432.3359777,11.642,0.007,0,62.3446,0,3742.0,157.0,0,4.72382,0.0086243,0,0.0153071,0,0.0,1.0,0.0,0.0,0.0,0.0
63432.54,53.02556666666666,-111.988,0.042,0.0,-31.78,0.0,2458686.966,0.002077,0,5.1097197,1.95e-05,0,1.6354976,0.2841462,0,540.1814411,63.78863,0,1.3996848,0.2179084,0,21.5855207,549.743853,11.642,0.007,0,62.3446,0,3742.0,157.0,0,4.72382,0.0086243,0,0.0153071,0,0.0,0.0,0.0,0.0,0.0,1.0
57979.49,53.51464166666667,69.846,0.048,0.0,-93.055,0.0,2460444.154,0.003206,0,30.2004765,0.0001124,0,4.517,1.176,0,520.0,26.3148,0,2.6056,0.141332,0,33.1236,668.0,7.8206,0.006,0,63.7194,0,6004.0,117.657,0,4.36245,0.0741661,0,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0
68344.26,60.15445555555556,25.806,0.044,0.0,60.92,0.0,2458695.868,0.003559,0,17.969639,8.35e-05,0,4.238817,0.2885806,0,1231.038152,70.8589,0,3.0570342,0.3580759,0,14.1574455,494.7274115,11.8737,0.006,0,146.594,0,4410.0,124.828,0,4.507,0.10146,0,0.0642211,0,0.0,0.0,0.0,0.0,0.0,1.0
62221.09,72.74702222222223,47.717,0.041,0.0,36.775,0.0,2459652.834,0.007675,0,6.0784031,6.58e-05,0,2.117,0.376,0,1810.0,8.91158,0,2.07448,0.16522,0,15.739,554.0,13.3257,0.007,0,114.549,0,3630.0,157.0,0,4.76664,0.006844,0,0.01,0,0.0,1.0,0.0,0.0,0.0,0.0
62221.09,72.74702222222223,47.717,0.041,0.0,36.775,0.0,2458745.411,0.003461,0,8.1490285,0.0001847,0,2.3210553,0.3841846,0,2850.679511,246.58076,0,2.5781465,0.6007387,0,8.990204,441.633629,13.3257,0.007,0,114.549,0,3630.0,157.0,0,4.76664,0.006844,0,0.0138789,0,0.0,0.0,0.0,1.0,0.0,0.0
36533.63,70.39455833333334,-33.703,0.047,0.0,-40.063,0.0,2458850.321,0.003494,0,,,0,6.7940415,0.3130823,0,1885.160909,172.03181,0,3.4610442,0.497022,0,1.4046835,277.6606693,9.8499,0.006,0,84.5772,0,5134.0,126.158,0,4.57244,0.0884481,0,0.0487588,0,0.0,0.0,0.0,0.0,0.0,1.0
68621.2,65.78567222222222,15.932,0.056,0.0,63.447,0.0,2459772.49,0.007737,0,41.7540004,0.0004176,0,4.491,0.997,0,820.0,71.1892,0,2.75297,0.201589,0,7.9761,468.0,11.316,0.006,0,202.265,0,5337.0,124.039,0,4.48036,0.0804313,0,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0
68621.2,65.78567222222222,15.932,0.056,0.0,63.447,0.0,2459662.483,0.009829,0,20.261655,9.31e-05,0,2.9685197,0.3882585,0,612.9485468,54.577297,0,2.4206095,0.7309021,0,30.2935939,598.3529678,11.316,0.006,0,202.265,0,5337.0,124.039,0,4.48036,0.0804313,0,0.0509548,0,0.0,0.0,0.0,0.0,0.0,1.0
49932.71,75.16526111111112,-14.785,0.05,0.0,-7.248,0.0,2458709.129,0.011109,0,,,0,16.0960466,0.8324055,0,548.082765,69.76123,0,2.2664482,0.4723192,0,7.6309448,423.9008895,10.0537,0.006,0,131.542,0,5647.0,124.03,0,4.48001,0.0787141,0,0.0489146,0,0.0,0.0,0.0,0.0,0.0,1.0
62729.97,75.88228055555555,-18.935,0.044,0.0,-1.971,0.0,2459517.996,0.005186,0,124.72987,0.0005675,0,7.2967692,0.2877209,0,1781.916002,67.559074,0,3.5130935,0.4456943,0,1.7337719,292.6629465,10.8812,0.006,0,126.46,0,4902.0,123.229,0,4.5026,0.089012,0,0.0533367,0,0.0,1.0,0.0,0.0,0.0,0.0
64153.72,54.415933333333335,0.484,0.044,0.0,-3.654,0.0,2459790.282,0.005033,0,49.9950015,0.0004592,0,5.109,0.662,0,1080.0,89.8372,0,2.65286,0.201283,0,5.92112,434.0,11.5509,0.006,0,187.927,0,5274.27,126.47,0,4.61038,0.0882557,0,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0
4654.6,-65.09693333333333,-12.619,0.058,0.0,-138.402,0.0,2458325.885,0.000996,0,4.3794298,7e-06,0,1.6639354,0.3168304,0,969.6957616,58.59707,0,2.3149088,1.9252915,0,120.9359556,845.782334,10.8545,0.006,0,113.387,0,4892.0,179.0,0,4.50955,2.00346,0,0.0504774,0,1.0,0.0,0.0,0.0,0.0,0.0
66334.57,64.63688055555556,-9.763,0.05,0.0,33.89,0.0,2458715.334,0.011393,0,230.92212,0.0152682,0,15.8602661,0.9160727,0,284.9247434,38.032257,0,3.6785805,0.9528093,0,10.5095659,459.2148716,8.80613,0.006,0,203.217,0,6395.0,125.712,0,3.89312,0.0877001,0,0.0945779,0,0.0,0.0,0.0,0.0,0.0,1.0
63324.5,64.38013333333333,12.042,0.063,0.0,-74.434,0.0,2458742.875,0.005435,0,177.2188871,0.0077568,0,5.5590645,0.7114587,0,294.429628,37.251976,0,2.0323111,1.1323239,0,3.4452852,347.4769843,8.1529,0.006,0,70.2105,0,5809.0,121.651,0,4.33351,0.0737981,0,0.0543668,0,0.0,0.0,0.0,0.0,0.0,1.0
51011.4,45.56386666666666,95.843,0.044,0.0,-29.282,0.0,2458740.668,0.002049,0,4.3032642,1.31e-05,0,2.5737232,0.2481602,0,710.7656808,57.577896,0,2.66568,0.201109,0,195.793,1042.0,10.6375,0.006,0,176.759,0,5468.73,114.582,0,4.37458,0.0792873,0,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0
72657.01,70.86965277777777,-36.894,0.043,0.0,55.129,0.0,2458751.624,0.003413,0,53.8108713,0.0002349,0,4.2655099,0.4254017,0,965.1696621,64.578354,0,2.2249096,1.1120877,0,3.0646979,337.4556203,10.6699,0.006,0,82.7982,0,4455.0,125.547,0,4.55621,0.0998748,0,0.0598493,0,0.0,0.0,0.0,0.0,0.0,1.0
60994.21,70.02731666666666,-55.269,0.063,0.0,0.038,0.0,2458691.319,0.001444,0,18.7931749,3.84e-05,0,1.09889,0.3258055,0,1844.698547,175.24152,0,1.7151271,0.6854407,0,1.8563658,297.7046646,12.2669,0.007,0,50.0248,0,3457.0,157.0,0,4.84825,0.00178,0,0.0112267,0,0.0,0.0,0.0,0.0,0.0,1.0
68552.77,75.4185138888889,203.44,0.048,0.0,-21.318,0.0,2458692.8,0.001919,0,17.664866,4.8e-05,0,2.7644951,0.3830053,0,736.3925122,50.7959,0,1.2984859,0.4881291,0,3.5982457,351.2711274,11.0788,0.007,0,41.9176,0,3746.0,157.0,0,4.76979,0.0064789,0,0.0135918,0,0.0,1.0,0.0,0.0,0.0,0.0
68552.77,75.4185138888889,203.44,0.048,0.0,-21.318,0.0,2458704.29,0.002405,0,28.1722501,8.85e-05,0,3.3983448,0.4080095,0,950.5653623,57.165684,0,1.4475246,0.5186841,0,1.9311199,300.6575117,11.0788,0.007,0,41.9176,0,3746.0,157.0,0,4.76979,0.0064789,0,0.0135918,0,0.0,1.0,0.0,0.0,0.0,0.0
36388.49,74.82721111111111,-26.044,0.076,0.0,-75.114,0.0,2459601.846,0.003113,0,3.1190716,1.29e-05,0,1.1585974,0.1684635,0,2964.582891,503.0731,0,1.6229796,0.2075826,0,10.0845871,454.5004101,13.4764,0.007,0,48.4809,0,3285.0,157.0,0,4.98992,0.014318,0,0.0073474,0,0.0,1.0,0.0,0.0,0.0,0.0
36388.49,74.82721111111111,-26.044,0.076,0.0,-75.114,0.0,2458687.538,0.001196,0,6.3878202,1.4e-05,0,1.4551851,0.1603285,0,5857.01647,425.97147,0,2.041471,0.1852531,0,3.8775285,357.8973634,13.4764,0.007,0,48.4809,0,3285.0,157.0,0,4.98992,0.014318,0,0.0073474,0,0.0,1.0,0.0,0.0,0.0,0.0
71374.5,66.29395833333334,-29.674,0.043,0.0,13.444,0.0,2458712.393,0.002287,0,1.7890217,3.63e-05,0,1.9190564,0.4334371,0,391.6251669,41.727295,0,1.6741803,1.1330742,0,554.8261181,1237.824214,11.6685,0.006,0,198.345,0,5264.0,133.906,0,4.59586,0.0840356,0,0.0447689,0,0.0,0.0,0.0,1.0,0.0,0.0
61069.36,68.69958055555556,13.667,0.06,0.0,-20.542,0.0,2458756.674,0.007979,0,,,0,12.4131426,0.5851362,0,230.8387014,27.625998,0,2.4661884,0.3647983,0,13.8234959,491.7838032,8.20773,0.006,0,148.944,0,7788.0,126.105,0,4.32577,0.074527,0,0.0435377,0,0.0,0.0,0.0,0.0,0.0,1.0
68588.64,64.23025555555556,13.957,0.037,0.0,64.235,0.0,2459626.67,0.004069,0,19.5078657,0.0001229,0,4.603,0.754,0,1770.0,17.4455,0,3.92839,0.454226,0,61.4917,780.0,11.2011,0.006,0,95.3985,0,4316.0,115.142,0,4.56,0.0980273,0,0.06,0,0.0,0.0,0.0,1.0,0.0,0.0
21350.84,-72.01471111111111,80.456,0.078,0.0,-139.153,0.0,2459338.993,0.004373,0,9.0105414,9.4e-06,0,1.8443264,0.1136389,0,4125.0713,102.422775,0,2.1513682,0.2008962,0,3.3568205,345.2246743,12.5395,0.008,0,42.8091,0,3275.0,,0,4.438,,0,0.0099659,0,0.0,0.0,0.0,0.0,0.0,1.0
49342.43,76.64798055555556,-48.068,0.042,0.0,3.251,0.0,2459605.64,0.00391,0,23.6573994,8.07e-05,0,2.308778,0.2835642,0,1180.935057,72.99173,0,3.0681221,0.7170393,0,23.5564568,561.884745,10.8676,0.006,0,163.982,0,5535.0,122.408,0,4.57126,0.0790786,0,0.0426985,0,0.0,0.0,0.0,0.0,0.0,1.0
63872.09,54.09097222222223,12.459,0.037,0.0,-38.062,0.0,2458690.417,0.001483,0,9.0753271,1.93e-05,0,3.6156842,0.1871957,0,586.9172699,25.177786,0,2.5831328,0.3101369,0,122.8680194,849.1403218,10.6397,0.006,0,178.427,0,5619.0,133.1,0,4.44,0.08,0,0.0532186,0,0.0,0.0,0.0,0.0,0.0,1.0
60826.27,65.29396111111112,-11.609,0.046,0.0,-36.14,0.0,2458687.584,0.001494,0,6.7060238,1.81e-05,0,1.6782365,0.2638103,0,542.9365808,45.642166,0,2.12647,0.4621417,0,100.7791488,808.0950027,11.4106,0.006,0,183.737,0,5292.0,125.791,0,4.58201,0.084333,0,0.0452136,0,0.0,0.0,0.0,0.0,0.0,1.0
60826.27,65.29396111111112,-11.609,0.046,0.0,-36.14,0.0,2459958.471,0.019503,0,,,0,3.3394704,1.8047165,0,1474.534083,186.51894,0,3.219425,3.801444,0,0.4927756,213.6889395,11.4106,0.006,0,183.737,0,5292.0,125.791,0,4.58201,0.084333,0,0.0452136,0,0.0,0.0,0.0,0.0,0.0,1.0
57364.06,73.07391944444444,-77.706,0.041,0.0,15.186,0.0,2459663.747,0.006218,0,2.6620728,1.19e-05,0,1.7235054,0.1636016,0,220.9994213,20.053398,0,1.2172175,0.9033179,0,267.4349792,1031.393291,10.3366,0.006,0,95.5156,0,4884.0,123.5,0,4.54,0.09,0,0.0531859,0,0.0,0.0,0.0,0.0,0.0,1.0
57364.06,73.07391944444444,-77.706,0.041,0.0,15.186,0.0,2458697.682,0.006387,0,20.2926468,0.0001656,0,3.7402567,0.4682981,0,319.9395199,37.72366,0,1.7004976,0.2695093,0,17.826244,524.0644631,10.3366,0.006,0,95.5156,0,4884.0,123.5,0,4.54,0.09,0,0.0531859,0,0.0,0.0,0.0,0.0,0.0,1.0
36386.93,83.08783888888888,-88.917,0.037,0.0,-132.175,0.0,2460336.161,0.003143,0,3.2723118,9.4e-06,0,1.815,0.243,0,464.0,26.1257,0,1.46772,0.109967,0,133.517,947.0,10.0556,0.006,0,76.7418,0,4907.0,121.6,0,4.62,0.09,0,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0
36386.93,83.08783888888888,-88.917,0.037,0.0,-132.175,0.0,2460329.871,0.003667,0,5.904369,2.45e-05,0,2.653,0.281,0,351.0,28.7206,0,1.35959,0.110126,0,85.3357,846.0,10.0556,0.006,0,76.7418,0,4907.0,121.6,0,4.62,0.09,0,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0
36386.93,83.08783888888888,-88.917,0.037,0.0,-132.175,0.0,2460335.885,0.00602,0,15.1808746,8.43e-05,0,2.808,0.667,0,689.0,54.3988,0,1.86864,0.151508,0,18.1396,574.0,10.0556,0.006,0,76.7418,0,4907.0,121.6,0,4.62,0.09,0,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0
36386.93,83.08783888888888,-88.917,0.037,0.0,-132.175,0.0,2460336.944,0.004058,0,1.9803146,7.3e-06,0,1.66,0.212,0,306.0,22.2215,0,1.16969,0.0963535,0,301.491,1160.0,10.0556,0.006,0,76.7418,0,4907.0,121.6,0,4.62,0.09,0,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0
36386.93,83.08783888888888,-88.917,0.037,0.0,-132.175,0.0,2458687.794,0.004362,0,9.56111,8.35e-05,0,3.0128111,0.4246716,0,381.556764,47.67415,0,1.6790876,0.2766555,0,40.5800926,643.7214903,10.0556,0.006,0,76.7418,0,4907.0,121.6,0,4.62,0.09,0,0.0465477,0,0.0,0.0,0.0,0.0,0.0,1.0
43455.47,83.43803333333334,-250.6,0.047,0.0,88.434,0.0,2459422.273,0.003864,0,15.9152686,5.44e-05,0,1.1393111,0.4000864,0,652.5574248,72.58472,0,2.2277479,2.4513698,0,23.4115602,561.0187018,9.8565,0.006,0,72.9091,0,4718.0,121.745,0,4.49012,0.0925532,0,0.0576634,0,0.0,0.0,0.0,0.0,0.0,1.0
49722.83,44.91175277777778,-28.575,0.042,0.0,-63.889,0.0,2458899.862,0.000576,0,0.6332593,1.31e-05,0,0.8622011,0.0566515,0,1191.45972,75.69162,0,5.3027904,3.7474084,0,4030.751248,2032.199073,9.85649,0.006,0,121.167,0,5590.0,122.048,0,4.45374,0.0788276,0,0.0483266,0,0.0,0.0,0.0,1.0,0.0,0.0
68831.17,-57.30316388888889,3.888,0.053,0.0,-8.107,0.0,2458654.615,0.00051,0,2.45457,,0,2.39,0.054,0,19250.0,3.89327,0,14.183,0.745426,0,508.468,1322.0,11.3819,0.006,0,236.705,0,5565.0,124.9,0,4.45,0.08,0,0.05,0,0.0,1.0,0.0,0.0,0.0,0.0
59395.58,21.495161111111113,-0.39,0.056,0.0,7.572,0.0,2459719.38,0.001498,0,6.8019625,0.0007853,0,2.9121651,0.1153928,0,15465.63742,493.90906,0,29.3148832,28.43558,0,501.9413628,1207.210477,10.223,0.008,0,251.884,0,6300.0,133.3,0,4.22,0.09,0,0.0666332,0,1.0,0.0,0.0,0.0,0.0,0.0
60764.71,16.57991388888889,-8.449,0.043,0.0,-9.257,0.0,2458984.389,0.00042,0,0.67249,2e-05,0,1.801,0.125,0,7890.0,2.01878,0,15.7288,0.739851,0,14429.0,3053.0,9.78569,0.006,0,262.041,0,6647.0,135.1,0,4.12,0.09,0,0.07,0,0.0,1.0,0.0,0.0,0.0,0.0
26467.13,-67.42163333333333,5.8,1.6,0.0,9.3,0.0,2458329.256,0.000239,0,6.5638575,1.9e-06,0,1.7124147,0.0272481,0,2132.17756,35.989277,0,7.6270781,1.2824923,0,239.5709931,1003.40973,9.4906,0.006,0,121.321,0,5873.97,102.627,0,4.35182,0.109989,0,,0,1.0,0.0,0.0,0.0,0.0,0.0
67735.11,78.56894722222222,27.204,0.046,0.0,20.522,0.0,2458687.555,0.00851,0,32.76639,0.00245,0,6.089,0.782,0,500.0,1.92442,0,3.20531,0.260256,0,38.3962,693.0,9.69902,0.006,0,182.323,0,6073.0,134.0,0,4.21,0.08,0,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0
62423.13,20.281855555555556,-51.299,0.028,0.0,-174.989,0.0,2460479.421,0.001406,0,1.2680452,1.9e-06,0,1.027,0.212,0,538.0,44.8627,0,2.24707,0.158627,0,504.879,1320.0,9.1597,0.006,0,83.1749,0,5477.0,121.4,0,4.46,0.08,0,0.05,0,0.0,0.0,0.0,1.0,0.0,0.0
82525.04,70.29728888888889,38.327,0.049,0.0,1.357,0.0,2459729.805,0.001511,0,14.0120582,0.0001565,0,5.9348633,0.115317,0,751.5203056,42.59862,0,4.4835127,0.2879591,0,335.0295174,1091.165227,7.1776,0.006,0,86.1058,0,7184.0,121.9,0,4.25,0.08,0,0.0573015,0,0.0,0.0,0.0,0.0,0.0,1.0
82525.04,70.29728888888889,38.327,0.049,0.0,1.357,0.0,2459856.007,0.00138,0,155.8237,0.0019447,0,10.641846,0.1249674,0,1164.400609,77.46202,0,5.5521957,0.3103744,0,156.5032302,902.0914695,7.1776,0.006,0,86.1058,0,7184.0,121.9,0,4.25,0.08,0,0.0573015,0,0.0,0.0,0.0,0.0,0.0,1.0
64165.1,40.45710555555556,-2.666,0.048,0.0,-63.694,0.0,2458984.224,0.00888,0,5.24612,0.004,0,4.194,0.62,0,1030.0,3.56524,0,5.61881,1.29107,0,368.522,1220.0,10.5163,0.006,0,250.755,0,5286.9,691.4,0,,,0,0.39,0,0.0,0.0,0.0,1.0,0.0,0.0
62663.13,33.20507222222223,-7.865,0.04,0.0,-3.024,0.0,2460476.662,0.000989,0,6.2099619,6e-06,0,4.49,0.398,0,4090.0,0.618771,0,14.369,0.682371,0,1293.02,1670.0,9.8251,0.007,0,317.845,0,6382.0,131.3,0,3.9,0.09,0,0.1,0,0.0,0.0,0.0,0.0,0.0,1.0
4702.89,63.54508611111111,-5.424,0.063,0.0,10.006,0.0,2460447.795,0.006258,0,3.6944323,1.83e-05,0,4.915,0.456,0,312.0,13.2984,0,3.05838,0.152623,0,5824.87,2433.0,8.29254,0.006,0,213.097,0,8153.0,224.6,0,4.09,0.08,0,0.07,0,0.0,0.0,0.0,1.0,0.0,0.0
5719.07,72.93684444444445,-5.951,0.04,0.0,1.354,0.0,2460644.061,0.003301,0,5.3089937,2.1e-05,0,5.876,0.52,0,531.0,15.3344,0,3.29803,0.164169,0,2090.71,1883.0,9.68129,0.006,0,239.945,0,6927.0,319.6,0,4.18,0.1,0,0.07,0,0.0,0.0,0.0,1.0,0.0,0.0
6165.71,65.89576944444445,26.394,0.042,0.0,-12.294,0.0,2458971.419,0.00185,0,28.6620782,0.0005842,0,4.351,0.338,0,2600.0,109.426,0,12.4971,2.06455,0,119.851,921.0,9.98272,0.006,0,255.917,0,6280.0,503.0,0,4.05,0.13,0,0.08,0,0.0,0.0,0.0,1.0,0.0,0.0
58128.24,35.691136111111106,-8.05,0.093,0.0,-26.801,0.0,2458956.569,0.00399,0,2.34483,0.00033,0,1.417,0.353,0,370.0,1.27335,0,4.2647,0.322806,0,580.577,1367.0,8.63532,0.006,0,186.825,0,6398.0,126.4,0,3.89,0.09,0,0.09,0,0.0,0.0,0.0,1.0,0.0,0.0
58663.17,26.304211111111112,-29.295,0.062,0.0,6.824,0.0,2460442.055,0.000217,0,7.2008611,1.9e-06,0,2.03,0.121,0,50063.0,5514.49,0,12.0629,0.774635,0,9.67439,491.0,10.3978,0.007,0,31.4006,0,3606.0,157.0,0,4.74,0.01,0,0.01,0,0.0,1.0,0.0,0.0,0.0,0.0
5412.01,-58.41675277777777,-116.97,2.0,0.0,-16.69,0.0,2458325.49,3.9e-05,0,0.3352715,8e-07,0,0.7189856,0.0068189,0,19687.8214,187.4783,0,4.4688,0.776006,0,11198.51493,2623.673918,12.5595,0.008,0,,0,3332.0,63.0,0,4.94964,0.399131,0,0.05,0,1.0,0.0,0.0,0.0,0.0,0.0
5641.76,65.51398888888889,306.282,0.065,0.0,-215.531,0.0,2458795.823,0.000997,0,5.7998189,1.4e-05,0,1.014374,0.1012109,0,8567.339022,1317.3026,0,2.6346124,0.3922637,0,3.7367095,354.6027378,12.8233,0.007,0,32.1755,0,3179.0,157.0,0,4.99978,0.0153626,0,0.0072819,0,0.0,1.0,0.0,0.0,0.0,0.0
63346.65,36.19649166666667,-16.54,2.198,0.0,-23.999,0.0,2459718.987,0.001822,0,2.3195654,3.47e-05,0,2.0259086,0.0318616,0,19508.69536,290.3744,0,12.4030722,2.5790782,0,195.4879901,953.6736208,11.9441,0.006,0,,0,4325.66,44.2312,0,4.438,,0,0.0575012,0,1.0,0.0,0.0,0.0,0.0,0.0
63425.64,25.73114722222222,7.393,0.018,0.0,-8.116,0.0,2459767.526,0.001042,0,3.5852284,3.3e-06,0,3.0197224,0.044762,0,16909.22854,202.52211,0,14.5431829,0.7277281,0,547.1719916,1233.532835,12.658,0.007,0,511.388,0,5852.0,126.792,0,4.40684,0.0787424,0,0.0521709,0,0.0,0.0,0.0,0.0,1.0,0.0
58545.81,17.023902777777778,-37.284,0.038,0.0,-26.414,0.0,2458990.816,0.00144,0,10.3088514,3.34e-05,0,3.8012836,0.1978481,0,2122.245998,143.40858,0,4.0217464,0.456746,0,66.7917777,729.1224998,9.5373,0.006,0,86.2732,0,5432.0,127.165,0,4.56341,0.0781863,0,0.0455954,0,0.0,0.0,0.0,0.0,0.0,1.0
64393.04,37.21173888888889,-6.482,0.044,0.0,-20.855,0.0,2459767.927,0.000383,0,3.5539283,2.1e-06,0,3.6341388,0.0250661,0,9368.38877,55.471012,0,21.2028076,1.1076765,0,2276.295019,1761.679443,11.1116,0.006,0,515.98,0,6184.0,138.383,0,3.9042,0.0873166,0,0.104535,0,0.0,0.0,0.0,0.0,1.0,0.0
64233.72,36.570175000000006,-0.136,0.038,0.0,-10.962,0.0,2460505.171,0.000391,0,5.0316347,2.4e-06,0,5.265,0.234,0,4912.0,34.6008,0,15.3999,0.707425,0,1248.65,1656.0,10.1213,0.008,0,368.03,0,6350.0,133.7,0,3.87,0.08,0,0.1,0,0.0,0.0,0.0,0.0,1.0,0.0
64326.99,37.546327777777776,-24.529,0.037,0.0,34.809,0.0,2459391.064,0.000216,0,1.306188,3e-07,0,1.4177746,0.0074706,0,24746.27944,145.69313,0,16.758883,1.2310016,0,1025.50219,1443.289405,11.7213,0.006,0,231.337,0,5489.0,139.399,0,4.59342,0.0885229,0,0.0486935,0,0.0,0.0,0.0,0.0,1.0,0.0
61523.13,33.012325,-14.073,0.034,0.0,-36.689,0.0,2458983.745,0.000385,0,5.5080682,7.17e-05,0,2.6399995,0.0344365,0,21584.75732,193.81427,0,10.7299795,0.7361982,0,82.2406616,768.0533689,11.733,0.006,0,161.4,0,4790.0,117.624,0,4.58765,0.0884501,0,0.0496683,0,0.0,0.0,0.0,0.0,1.0,0.0
61675.63,32.10530277777778,-162.014,0.038,0.0,-42.123,0.0,2458987.266,0.003391,0,16.3413889,0.0001279,0,5.3764481,0.266067,0,372.0970618,23.872057,0,2.629079,0.1474621,0,86.231465,777.2060824,6.6813,0.006,0,36.578,0,5991.11,101.692,0,4.37711,0.0725906,0,0.042211,0,0.0,1.0,0.0,0.0,0.0,0.0
62427.88,38.24216666666667,2.241,0.042,0.0,-6.714,0.0,2459762.1,0.000422,0,4.627664,5.5e-06,0,2.306,0.228,0,6190.0,43.3954,0,14.3694,1.29133,0,1038.78,1581.0,9.54417,0.006,0,222.663,0,6727.6,123.7,0,4.22,0.09,0,0.07,0,0.0,0.0,0.0,0.0,1.0,0.0
