,disposition_CONFIRMED,disposition_CANDIDATE,disposition_FALSE POSITIVE,disposition_REFUTED,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,st_rad,st_raderr1,st_radlim,ra,sy_dist,sy_vmag,sy_vmagerr1,sy_kmagerr1,sy_gaiamagerr1
486,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.36747226,1.29,0.1347926,0.0,344.0163229,521.311,12.549,0.037,0.026,0.000286
487,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.367473,1.26302,0.223963,0.0,344.0163229,521.311,12.549,0.037,0.026,0.000286
488,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3674645,1.18,0.13,0.0,344.0163229,521.311,12.549,0.037,0.026,0.000286
489,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.57986525,1.68281,0.095642,0.0,339.5115221,857.095,13.919,0.297,0.027,0.000315
490,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.59922,0.809,0.042,0.0,332.6644652,186.844,12.313,0.041,0.019,0.000564
491,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.5990666,0.78,0.0361142,0.0,332.6644652,186.844,12.313,0.041,0.019,0.000564
492,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.59905,0.826124,0.038571,0.0,332.6644652,186.844,12.313,0.041,0.019,0.000564
493,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.59912,0.82,0.03,0.0,332.6644652,186.844,12.313,0.041,0.019,0.000564
494,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.01038,1.53,0.23,0.0,342.3740644,591.774,12.877,0.149,0.026,0.000369
495,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.25372,0.4659289999999999,0.04618939999999999,0.0,335.0949721,109.888,17.83,0.2,0.029,0.000979
496,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.25558,0.367,0.076,0.0,335.0949721,109.888,17.83,0.2,0.029,0.000979
497,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.255436,0.25,0.01,0.0,335.0949721,109.888,17.83,0.2,0.029,0.000979
498,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.62309386,0.65,0.04618939999999999,0.0,335.0949721,109.888,17.83,0.2,0.029,0.000979
499,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.11594,0.367,0.076,0.0,335.0949721,109.888,17.83,0.2,0.029,0.000979
500,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.63547,0.892,0.037,0.0,330.8663286,387.009,13.721,0.114,0.019,0.000486
501,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.982116,2.05,0.26,0.0,334.3290959,754.781,12.91,0.114,0.023,0.0005
502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,36.9321,0.955,0.143,0.0,338.0516437,364.335,12.832,0.343,0.023,0.00026
503,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.35823,0.95,0.28,0.0,331.5105424,482.442,13.304,0.092,0.021,0.000636
504,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.4532,1.0419,0.0064,0.0,339.5293247,763.771,14.665,0.126,0.032,0.000421
505,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4348359,0.5,0.046738999999999996,0.0,337.3577853,150.277,15.497,0.126,0.025,0.000602
506,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.434827,0.5,0.06,0.0,337.3577853,150.277,15.497,0.126,0.025,0.000602
507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.434832,0.333,0.048,0.0,337.3577853,150.277,15.497,0.126,0.025,0.000602
508,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.31444335,2.25969,0.0534868,0.0,335.1185265,656.665,13.238,0.069,0.019,0.00253
509,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5339666,0.52,0.046738999999999996,0.0,337.0856329,144.943,15.333,0.065,0.023,0.000586
510,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.53402,0.520027,0.015695,0.0,337.0856329,144.943,15.333,0.065,0.023,0.000586
511,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3176828,0.944,0.102,0.0,337.7112373,829.86,16.822,1.133,0.055,0.001294
512,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.58252,2.009914,0.3414,0.0,337.6178427,314.35,14.005,0.08,0.025,0.000299
513,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.58316,0.669,0.037,0.0,337.6178427,314.35,14.005,0.08,0.025,0.000299
514,1.0,0.0,0.0,0.0,1.0,2.0,0.0,17.501662,0.73,0.0518,0.0,337.6178427,314.35,14.005,0.08,0.025,0.000299
515,1.0,0.0,0.0,0.0,1.0,2.0,0.0,17.5125,0.669,0.037,0.0,337.6178427,314.35,14.005,0.08,0.025,0.000299
516,1.0,0.0,0.0,0.0,1.0,2.0,0.0,17.515472,0.758,0.052,0.0,337.6178427,314.35,14.005,0.08,0.025,0.000299
517,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.49927,0.599,0.037,0.0,337.6528983,157.821,13.06,0.092,0.021,0.00044
518,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.23189,0.627,0.1,0.0,337.0778724,324.32,16.565,0.229,0.028,0.00144
519,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.13666,1.724,0.022,0.0,331.3563908,796.897,13.262,0.16,0.024,0.000507
520,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.4404,0.586,0.051,0.0,337.8799569,208.673,16.06,0.2,0.027,0.000726
521,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.49462,0.586,0.051,0.0,337.8799569,208.673,16.06,0.2,0.027,0.000726
522,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.018725,14.96,0.47,0.0,337.649565,1991.32,11.916,0.033,0.023,0.000644
523,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.8039,0.48,0.1,0.0,332.8893763,1854.54,18.7913,0.0483,0.047,0.005091
524,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.47722,0.556,0.061,0.0,332.7659026,152.541,15.587,0.193,0.025,0.000514
525,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.442185,0.754,0.03,0.0,337.1335977,294.895,13.735,0.092,0.019,0.000278
526,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.442094,0.77,0.04,0.0,337.1335977,294.895,13.735,0.092,0.019,0.000278
527,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.44214967,0.76,0.038000000000000006,0.0,337.1335977,294.895,13.735,0.092,0.019,0.000278
528,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.415126,3.465887,0.482453,0.0,337.8536542,591.17,11.618,0.024,0.021,0.000236
529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.406118,1.84,0.1335774,0.0,337.8536542,591.17,11.618,0.024,0.021,0.000236
530,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.4404,0.746,0.047,0.0,339.060796,100.694,11.055,0.017,0.02,0.000795
531,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.837146,0.64,0.056,0.0,340.3502909,541.51,16.341,0.4,0.034,0.001228
532,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.19649,1.062,0.038,0.0,339.8224026,291.339,12.691,0.069,0.019,0.00024
533,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.15306759,1.71199,0.133634,0.0,334.492397,399.398,12.177,0.041,0.023,0.000923
534,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.2021868,0.96,0.0026999999999999997,0.0,335.578027,444.134,11.683,0.035,0.025,0.000869
535,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.398071,0.777455,0.038003,0.0,335.2401767,157.917,11.984,0.057,0.019,0.000959
536,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.3997,0.778,0.066,0.0,335.2401767,157.917,11.984,0.057,0.019,0.000959
537,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.398147,0.85,0.058200600000000005,0.0,335.2401767,157.917,11.984,0.057,0.019,0.000959
538,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.812866,0.92,0.062012599999999994,0.0,336.0111971,241.84,11.815,0.046,0.019,0.000283
539,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.80345864,1.16413,0.071929,0.0,336.0111971,241.84,11.815,0.046,0.019,0.000283
540,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.81188,0.93,0.056,0.0,336.0111971,241.84,11.815,0.046,0.019,0.000283
541,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.931226,1.12,0.17,0.0,102.6886888,2491.38,15.743,0.137,0.039,0.000829
542,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.3878,1.25,0.03,0.0,95.6307287,1612.12,15.717,0.069,0.059,0.001459
543,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.81449,0.92,0.09,0.0,99.5543522,3435.38,16.7128,0.046,0.1,0.001165
544,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.4844,1.15,0.2,0.0,95.7830373,1907.7,15.711,0.103,0.039,0.000589
545,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.47323985883,1.56373,0.40540000000000004,0.0,91.1082862,1490.49,14.418,0.172,0.024,0.000486
546,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.47451,1.83,0.11,0.0,91.1082862,1490.49,14.418,0.172,0.024,0.000486
547,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.369181,2.22,0.3,0.0,96.9100772,3834.44,16.265,0.16,0.053,0.001026
548,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.71694,0.82,0.08,0.0,93.9180397,1887.97,16.733,1.133,0.06,0.001519
549,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.951971,0.692034,0.019973,0.0,60.0924866,182.1628,12.911,0.057,0.017,0.003071
550,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.3256,1.043,0.07,0.0,62.5178165,349.77,13.271,0.103,0.025,0.00033
551,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.9237,0.573,0.204,0.0,54.9158205,386.466,17.1386,0.0465,0.032,0.000766
552,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.08549,1.32,0.13,0.0,62.6037399,511.321,13.068,0.126,0.025,0.00036
553,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0818,0.514,0.058,0.0,60.7088833,161.503,14.68,0.028,0.021,0.000302
554,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.16363,0.514,0.058,0.0,60.7088833,161.503,14.68,0.028,0.021,0.000302
555,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.31559,2.3,0.87,0.0,59.3662764,262.672,10.485,0.006,0.017,0.001098
556,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.3155918,1.69,0.32,0.0,59.3662764,262.672,10.485,0.006,0.017,0.001098
557,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.969967,1.54,0.07,0.0,64.3252762,474.61,13.092,1.133,0.018,0.00032
558,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.96997227,1.5198068,0.3151946,0.0,64.3252762,474.61,13.092,1.133,0.018,0.00032
559,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.970016,0.87,0.05,0.0,64.3252762,474.61,13.092,1.133,0.018,0.00032
560,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.9683,1.129,0.073,0.0,64.5802782,217.647,12.611,1.133,0.018,0.000195
561,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.860476,0.696718,0.02051,0.0,60.3724029,148.954,12.978,0.069,0.017,0.0003
562,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.8606,0.648,0.071,0.0,60.3724029,148.954,12.978,0.069,0.017,0.0003
563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.72048898787,0.489916,0.015034,0.0,64.2438245,143.9793,15.143,0.117,0.018,0.002304
564,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.72046,0.385,0.066,0.0,64.2438245,143.9793,15.143,0.117,0.018,0.002304
565,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1430018,3.28495,0.6433945999999999,0.0,64.285922,956.796,13.613,0.126,0.019,0.001272
566,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.74234,0.502,0.11,0.0,60.3093491,139.317,15.695,0.183,0.02,0.000375
567,0.0,1.0,0.0,0.0,1.0,2.0,0.0,24.2747,0.424,0.025,0.0,59.9013782,125.529,14.522,0.015,0.018,0.000341
568,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1489833,2.0,1.6,0.0,58.0186639,260.903,14.204,0.137,0.021,0.000565
569,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.14907861,1.00567,0.5655946000000001,0.0,58.0186639,260.903,14.204,0.137,0.021,0.000565
570,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.46967,0.279,0.042,0.0,65.0559891,106.003,14.744,1.03,0.022,0.000854
571,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.16594452,1.30635,0.075129,0.0,61.1318619,216.411,11.429,0.046,0.018,0.000873
572,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.165976,1.1,0.18,0.0,61.1318619,216.411,11.429,0.046,0.018,0.000873
573,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.16595219375,1.30635,0.060824,0.0,61.1318619,216.411,11.429,0.046,0.018,0.000873
574,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.27669647,0.701437,0.041534,0.0,59.4758973,254.162,14.06,0.183,0.017,0.000302
575,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.2683,0.6,0.02,0.0,59.4758973,254.162,14.06,0.183,0.017,0.000302
576,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.26763,0.603,0.013,0.0,59.4758973,254.162,14.06,0.183,0.017,0.000302
577,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.86406,0.298809,0.008932,0.0,60.4636158,59.9697,15.83,0.2,0.018,0.000365
578,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.86496,0.261,0.037,0.0,60.4636158,59.9697,15.83,0.2,0.018,0.000365
579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.97700259,1.04527,0.045110399999999995,0.0,53.7726155,198.032,11.343,0.034,0.017,0.000347
580,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.7342439,2.642,0.044,0.0,56.8687464,798.465,12.66,0.057,0.02,0.000225
581,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.73478175,2.27759,0.10056,0.0,56.8687464,798.465,12.66,0.057,0.02,0.000225
582,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.567055,1.42,0.54,0.0,65.623286,1629.15,17.8854,0.0459,0.0258,0.001453
583,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5670195,1.3866067999999998,0.7473946,0.0,65.623286,1629.15,17.8854,0.0459,0.0258,0.001453
584,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.145239,2.15381,0.2575,0.0,55.7168593,644.682,12.907,0.08,0.018,0.000784
585,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.14459,2.69,0.2,0.0,55.7168593,644.682,12.907,0.08,0.018,0.000784
586,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.386772,0.286,0.09,0.0,61.0019418,245.861,13.447820000000002,0.06917999999999999,0.057,0.000944
587,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.38669,0.29,0.18,0.0,61.0019418,245.861,13.447820000000002,0.06917999999999999,0.057,0.000944
588,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.36143,1.472,0.258,0.0,54.2949263,647.062,13.016,0.126,0.018,0.000217
589,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.353103,1.448467,0.245169,0.0,57.2668796,386.599,12.208,0.04,0.019,0.000427
590,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.35771,0.267,0.051,0.0,55.5807493,165.303,17.6,0.2,0.03,0.001083
591,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.357651,0.267,0.043,0.0,55.5807493,165.303,17.6,0.2,0.03,0.001083
592,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.9329,0.573,0.144,0.0,55.0113018,275.4387,15.69,0.053,0.02,0.001156
593,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.72007,0.986,0.077,0.0,52.5196213,360.781,12.839,0.08,0.02,0.000185
594,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.39657671,0.96977,0.059489,0.0,58.435751,311.107,13.132,0.08,0.027,0.000277
595,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.396291,1.02,0.22,0.0,58.435751,311.107,13.132,0.08,0.027,0.000277
596,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.3537,0.816,0.033,0.0,51.5489144,218.685,13.006,0.103,0.019,0.000171
597,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.8484,0.816,0.033,0.0,51.5489144,218.685,13.006,0.103,0.019,0.000171
598,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0696,0.816,0.033,0.0,51.5489144,218.685,13.006,0.103,0.019,0.000171
599,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.6494,0.326267,0.009829,0.0,52.8346342,93.1458,16.416,0.105,0.018,0.000678
600,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.65017,0.249,0.05,0.0,52.8346342,93.1458,16.416,0.105,0.018,0.000678
601,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.7663,0.326267,0.009829,0.0,52.8346342,93.1458,16.416,0.105,0.018,0.000678
602,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.76808,0.249,0.05,0.0,52.8346342,93.1458,16.416,0.105,0.018,0.000678
603,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.98471,0.249,0.05,0.0,52.8346342,93.1458,16.416,0.105,0.018,0.000678
604,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.98221,0.326267,0.009829,0.0,52.8346342,93.1458,16.416,0.105,0.018,0.000678
605,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.1718,0.954,0.055,0.0,59.3753688,279.463,12.074,0.049,0.018,0.000188
606,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.7408,0.76,0.018,0.0,58.2262717,264.527,13.544,0.092,0.018,0.000407
607,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0529,0.325107,0.010445,0.0,54.3977776,143.697,17.74,0.2,0.026,0.000966
608,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.2208,1.41,0.27,0.0,65.8590018,537.214,13.478,0.149,0.018,0.000239
609,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.219709,2.29,0.3,0.0,65.8590018,537.214,13.478,0.149,0.018,0.000239
610,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.2077883,1.83554,0.107673,0.0,65.8590018,537.214,13.478,0.149,0.018,0.000239
611,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.87052967,1.47366,0.110208,0.0,64.6449782,568.754,13.573,0.103,0.018,0.000223
612,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8706763,1.47,0.09,0.0,64.6449782,568.754,13.573,0.103,0.018,0.000223
613,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.870775,0.88,0.05,0.0,64.6449782,568.754,13.573,0.103,0.018,0.000223
614,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.870673,1.74,0.13,0.0,64.6449782,568.754,13.573,0.103,0.018,0.000223
615,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.43689647,10.8463,0.8693946,0.0,62.5328988,753.253,11.43,0.157,0.016,0.000555
616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.436756,10.91,1.15,0.0,62.5328988,753.253,11.43,0.157,0.016,0.000555
617,0.0,1.0,0.0,0.0,1.0,0.0,0.0,59.848566,0.983415,0.103631,0.0,54.2743233,245.962,11.758,0.045,0.018,0.0003
618,0.0,1.0,0.0,0.0,1.0,0.0,0.0,59.847399221,1.09215,0.051708,0.0,54.2743233,245.962,11.758,0.045,0.018,0.0003
619,0.0,1.0,0.0,0.0,1.0,0.0,0.0,59.84871,1.067,0.117,0.0,54.2743233,245.962,11.758,0.045,0.018,0.0003
620,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.376,0.636,0.055,0.0,59.8886978,220.327,14.222,0.092,0.02,0.000258
621,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.37698,0.64,0.06,0.0,59.8886978,220.327,14.222,0.092,0.02,0.000258
622,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.12555,3.9,2.7,0.0,55.4536223,402.788,13.914,0.103,0.019,0.000328
623,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8925,2.0,1.3,0.0,52.818831,169.57283999999999,14.1961,0.0479,0.018,0.004352
624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.7582,0.7,1.9,0.0,57.1010868,214.8,14.034,0.206,0.021,0.000622
625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.7619,0.735,0.045,0.0,57.1010868,214.8,14.034,0.206,0.021,0.000622
626,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5111,0.214796,0.006416,0.0,61.7643174,33.1857,16.28,0.2,0.018,0.000785
627,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7041655,9.3189,0.6433946,0.0,57.7890482,1740.92,13.146,0.069,0.018,0.00023
628,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.93426,0.928,0.073,0.0,58.8564158,327.984,13.459,0.114,0.022,0.000287
629,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.43827,0.928,0.073,0.0,58.8564158,327.984,13.459,0.114,0.022,0.000287
630,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.03895153,0.88619,0.054427,0.0,56.6413292,252.985,13.146,0.092,0.016,0.000872
631,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.41040731,1.92538,0.099704,0.0,60.0511457,565.537,12.261,0.057,0.021,0.000242
632,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.410271,1.51,0.37,0.0,60.0511457,565.537,12.261,0.057,0.021,0.000242
633,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6865884,2.93748,0.152376,0.0,57.1204621,257.528,9.427,0.004,0.021,0.000655
634,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.4044,0.307,0.057,0.0,56.7378347,93.1123,15.96,0.2,0.023,0.000525
635,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1829266,1.51,0.39,0.0,58.3331051,283.555,11.484,0.017,0.018,0.000675
636,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.5949,1.059,0.018,0.0,53.2390995,227.124,11.467,0.023,0.02,0.000543
637,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.600656,1.059,0.018,0.0,53.2390995,227.124,11.467,0.023,0.02,0.000543
638,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.950356,0.94,0.1,0.0,60.9037642,1178.14,11.384,0.069,0.023,0.001063
639,0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.6205,0.904,0.073,0.0,57.4807753,488.495,14.482,0.08,0.021,0.000476
640,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.702301,1.28,0.28,0.0,62.7540713,447.3,12.883,0.16,0.021,0.000508
641,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3499146,2.43,0.1,0.0,59.920055,651.915,13.146,0.092,0.021,0.000192
642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.349935,0.76,0.04,0.0,59.920055,651.915,13.146,0.092,0.021,0.000192
643,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.27681,0.938,0.055,0.0,52.8888524,214.753,12.382,0.046,0.017,0.00056
644,0.0,1.0,0.0,0.0,1.0,1.0,0.0,13.16121,0.938,0.055,0.0,52.8888524,214.753,12.382,0.046,0.017,0.00056
645,0.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0858,0.938,0.055,0.0,52.8888524,214.753,12.382,0.046,0.017,0.00056
646,0.0,1.0,0.0,0.0,1.0,1.0,0.0,30.2894,0.938,0.055,0.0,52.8888524,214.753,12.382,0.046,0.017,0.00056
647,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.82876,0.938,0.055,0.0,52.8888524,214.753,12.382,0.046,0.017,0.00056
648,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.1149,0.953,0.058,0.0,52.9355857,267.405,12.601,0.057,0.017,0.000189
649,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.347872,2.2,0.46,0.0,52.2140799,674.495,12.785,0.069,0.018,0.000389
650,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.31982263,2.91272,0.121728,0.0,61.0894452,607.099,11.47,0.025,0.018,0.001082
651,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.32257,1.108,0.076,0.0,59.1328735,271.74,13.513,0.16,0.02,0.000233
652,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.9200716,1.6,0.12,0.0,63.3668036,1065.45,15.066,0.126,0.023,0.000285
653,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.4616,2.32365,0.084019,0.0,56.8728112,139.024,6.809,0.01,0.024,0.000576
654,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.060222386,0.96,0.18,0.0,59.3313141,251.117,11.61,0.019,0.02,0.000494
655,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.29213,0.96,0.18,0.0,59.3313141,251.117,11.61,0.019,0.02,0.000494
656,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0502,0.705709,0.050538,0.0,57.4262424,133.002,12.172,0.057,0.017,0.000978
657,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.643071,13.183733,4.638139,0.0,59.0792238,2830.27,13.378,0.103,0.018,0.000243
658,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.8652,0.642,0.075,0.0,55.8387397,163.019,13.425,0.103,0.02,0.00045
659,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.434876,1.74,0.77,0.0,60.433173,245.225,13.081,0.08,0.021,0.000506
660,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.349455,1.81,0.51,0.0,59.6471914,550.363,12.05,0.024,0.021,0.000493
661,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.34951024,1.50652,0.06254,0.0,59.6471914,550.363,12.05,0.024,0.021,0.000493
662,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.349515,5.410002,0.48965,0.0,59.6471914,550.363,12.05,0.024,0.021,0.000493
663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.3494903,1.51,0.07,0.0,59.6471914,550.363,12.05,0.024,0.021,0.000493
664,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.349545,1.695,0.228,0.0,59.6471914,550.363,12.05,0.024,0.021,0.000493
665,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2990737,0.231,0.052,0.0,57.9097129,99.958,17.85,0.2,0.022,0.000757
666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.43831081,1.92033,0.203726,0.0,58.4909801,664.058,12.822,0.062,0.022,0.000236
667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.88165,1.37,0.24,0.0,59.874235,460.386,13.055,0.172,0.019,0.000894
668,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.55059,0.469901,0.014309,0.0,133.1218879,90.1613,14.65,0.027,0.028,0.000269
