,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbperlim,ttv_flag,st_rad,st_radlim,rastr,sy_dist,sy_vmag,sy_vmagerr1,sy_kmagerr1,sy_gaiamagerr1
872,1,0,0,0.595558,0.0,0,1.20541,0.0,0 days 08:40:18.270000,567.958,13.14,0.092,0.02,0.003119
873,1,0,0,13.798845,0.0,0,0.68,0.0,0 days 08:56:35.530000,388.413,14.434,0.114,0.023,0.000248
874,1,0,0,3.41052823,0.0,0,0.674996,0.0,0 days 08:16:07.050000,185.767,14.392,0.114,0.018,0.000236
875,1,0,0,3.41065,0.0,0,0.701,0.0,0 days 08:16:07.050000,185.767,14.392,0.114,0.018,0.000236
876,1,0,0,0.595667,0.0,0,,,0 days 08:55:29.920000,,14.993,0.149,0.029,0.003063
877,1,0,0,1.56494,0.0,0,0.556,0.0,0 days 08:35:42.330000,239.729,15.226,0.126,0.018,0.000386
878,1,0,0,1.56493,0.0,0,0.624202,0.0,0 days 08:35:42.330000,239.729,15.226,0.126,0.018,0.000386
879,1,0,0,3.576744,0.0,0,1.30914,0.0,0 days 08:52:32.370000,461.706,12.553,0.057,0.029,0.000514
880,1,0,0,3.57678,0.0,0,0.934009,0.0,0 days 08:52:32.190000,470.558,13.67,0.0459,0.037,0.000283
881,1,0,0,7.5587,0.0,0,0.677,0.0,0 days 08:40:39.140000,268.776,15.77,0.2,0.021,0.000334
882,1,0,0,25.43143,0.0,0,0.677,0.0,0 days 08:40:39.140000,268.776,15.77,0.2,0.021,0.000334
883,1,0,0,0.542912,0.0,0,2.25382,0.0,0 days 08:50:07.030000,1794.75,14.21,0.137,0.023,0.002916
884,1,0,0,3.79018,0.0,0,,,0 days 08:45:24.840000,375.949,12.424,0.08,0.021,0.001662
885,1,0,0,27.693,0.0,0,1.7076,0.0,0 days 08:12:05.440000,609.973,12.174,0.092,0.018,0.00017
886,1,0,0,7.13142,0.0,0,3.4,0.0,0 days 08:40:34.990000,,14.359,0.126,0.023,0.000841
887,1,0,0,7.134,0.0,0,,,0 days 08:40:34.990000,,14.359,0.126,0.023,0.000841
888,1,0,0,3.57804902,0.0,0,1.59182,0.0,0 days 08:24:03.320000,459.355,11.909,0.034,0.019,0.000283
889,1,0,0,12.89398,0.0,0,0.191,0.0,0 days 08:27:53.800000,59.0889,16.94,0.2,0.021,0.000508
890,2,0,0,9.562742,0.0,0,0.667217,0.0,0 days 08:48:34.280000,,14.092,0.286,0.026,
891,2,0,0,9.56332821,0.0,0,,,0 days 08:48:34.280000,,14.092,0.286,0.026,
892,2,0,0,9.56183,0.0,0,0.598,0.0,0 days 08:48:34.280000,,14.092,0.286,0.026,
893,1,0,0,1.89016107,0.0,0,0.74574,0.0,0 days 08:33:14.640000,269.311,14.079,0.092,0.023,0.000261
894,1,0,0,1.88993,0.0,0,0.638,0.0,0 days 08:33:14.640000,269.311,14.079,0.092,0.023,0.000261
895,1,0,0,1.640707,0.0,0,0.572,0.0,0 days 08:42:55.460000,221.111,13.974,0.114,0.02,0.000173
896,1,0,0,1.64117466,0.0,0,0.664535,0.0,0 days 08:42:55.460000,221.111,13.974,0.114,0.02,0.000173
897,1,0,0,19.53403,0.0,0,0.45,0.0,0 days 08:32:59.030000,181.189,17.2276,0.0466,0.025,0.000983
898,1,0,0,19.53405,0.0,0,0.460378,0.0,0 days 08:32:59.030000,181.189,17.2276,0.0466,0.025,0.000983
899,1,0,0,1.106182,0.0,0,0.84,0.0,0 days 08:51:32.340000,400.766,12.63,0.08,0.02,0.000154
900,1,0,0,1.106,0.0,0,1.11127,0.0,0 days 08:51:32.340000,400.766,12.63,0.08,0.02,0.000154
901,1,0,0,1.10605213,0.0,0,1.11127,0.0,0 days 08:51:32.340000,400.766,12.63,0.08,0.02,0.000154
902,1,0,0,1.106175,0.0,0,0.90632,0.0,0 days 08:51:32.340000,400.766,12.63,0.08,0.02,0.000154
903,1,0,0,1.52317871,0.0,0,0.950472,0.0,0 days 08:36:16.220000,195.689,11.359,0.02,0.017,0.00108
904,1,0,0,1.523,0.0,0,0.950472,0.0,0 days 08:36:16.220000,195.689,11.359,0.02,0.017,0.00108
905,1,0,0,1.5235,0.0,0,0.950472,0.0,0 days 08:36:16.220000,195.689,11.359,0.02,0.017,0.00108
906,1,0,0,0.504961,0.0,0,0.906039,0.0,0 days 08:38:13.110000,762.137,15.29,0.08,0.031,0.008816
907,1,0,0,3.383,0.0,0,1.019,0.0,0 days 08:36:08.260000,591.035,13.802,0.16,0.021,0.00025
908,1,0,0,3.38199819,0.0,0,1.019,0.0,0 days 08:36:08.260000,591.035,13.802,0.16,0.021,0.00025
909,1,0,0,0.593274,0.0,0,1.07692,0.0,0 days 09:03:44.350000,1303.74,15.606,0.126,0.031,0.013526
910,1,0,0,1.085097,0.0,0,2.97681,0.0,0 days 08:52:15.520000,2072.98,13.583,0.114,0.02,0.000254
911,1,0,0,3.6079916,0.0,0,1.89,0.0,0 days 08:52:35.500000,330.387,12.857,0.126,0.028,
912,1,0,0,3.607981,0.0,0,2.253,0.0,0 days 08:52:35.500000,330.387,12.857,0.126,0.028,
913,1,0,0,15.405101,0.0,0,1.475,0.0,0 days 08:45:17.790000,1917.9,15.537,0.229,0.043,0.000399
914,1,0,0,14.71,0.0,0,2.19732,0.0,0 days 08:50:40.180000,478.688,12.318,0.08,0.017,0.001543
915,1,0,0,14.707213,0.0,0,2.19732,0.0,0 days 08:50:40.180000,478.688,12.318,0.08,0.017,0.001543
916,1,0,0,2.176955,0.0,0,0.169,0.0,0 days 08:27:53.490000,42.8914,16.93,0.2,0.02,0.000513
917,1,0,0,2.17693,0.0,0,0.170856,0.0,0 days 08:27:53.490000,42.8914,16.93,0.2,0.02,0.000513
918,1,1,0,21.1595,0.0,0,0.597044,0.0,0 days 08:41:38.450000,186.197,15.133,0.16,0.018,0.000323
919,1,1,0,21.169861,0.0,0,0.571699,0.0,0 days 08:41:38.450000,186.197,15.133,0.16,0.018,0.000323
920,1,1,0,21.169619,0.0,0,0.59,0.0,0 days 08:41:38.450000,186.197,15.133,0.16,0.018,0.000323
921,1,1,0,21.17623917,0.0,0,0.597044,0.0,0 days 08:41:38.450000,186.197,15.133,0.16,0.018,0.000323
922,1,1,0,21.1701963,0.0,0,0.58,0.0,0 days 08:41:38.450000,186.197,15.133,0.16,0.018,0.000323
923,1,1,0,21.1686,0.0,0,0.642,0.0,0 days 08:41:38.450000,186.197,15.133,0.16,0.018,0.000323
924,1,0,0,1.549381,0.0,0,0.541211,0.0,0 days 08:45:13.400000,398.044,17.6612,0.0464,0.03,0.001134
925,1,0,0,0.95017067,0.0,0,0.746527,0.0,0 days 08:17:19.870000,397.097,13.989,0.114,0.023,0.000266
926,1,0,0,1.53453,0.0,0,0.29,0.0,0 days 08:30:36.190000,,16.43,0.2,0.02,
927,1,0,0,20.180269,0.0,0,0.342147,0.0,0 days 09:09:52.780000,270.464,18.98,0.2,0.033,0.001163
928,1,0,0,5.803439,0.0,0,1.00796,0.0,0 days 09:14:13.570000,471.811,14.07,0.126,0.02,0.000763
929,1,0,0,20.893526,0.0,0,1.765,0.0,0 days 09:04:33.550000,424.785,12.096,0.069,0.021,0.000322
930,1,0,0,3.48928,0.0,0,0.682132,0.0,0 days 08:24:33.010000,491.198,16.9951,0.0462,0.028,0.001114
931,1,0,0,10.545,0.0,0,1.95293,0.0,0 days 08:50:11.520000,514.288,11.808,0.031,0.017,0.000462
932,1,0,0,12.0808,0.0,0,0.682,0.0,0 days 08:17:54.640000,491.148,15.075,0.137,0.023,0.000313
933,1,0,0,0.575349,0.0,0,1.04575,0.0,0 days 09:04:04.790000,1354.33,16.17,0.332,0.045,0.011847
934,1,0,0,2.612938,0.0,0,4.77742,0.0,0 days 08:50:02.010000,556.574,11.0221,0.0459,0.019,0.000206
935,1,0,0,2.612804,0.0,0,3.64705,0.0,0 days 08:50:01.410000,544.411,10.132,0.085,0.021,0.000583
936,1,0,0,0.522199,0.0,0,,,0 days 09:02:31.270000,,15.506,0.252,0.026,0.004691
937,1,0,0,0.4520313,0.0,0,0.569,0.0,0 days 08:12:36.520000,379.43,16.847,0.286,0.024,0.000895
938,1,0,0,0.45220130587,0.0,0,0.633946,0.0,0 days 08:12:36.520000,379.43,16.847,0.286,0.024,0.000895
939,1,0,0,14.343042,0.0,0,0.424653,0.0,0 days 08:58:34.510000,308.234,,,0.034,0.001355
940,1,0,0,0.628876,0.0,0,1.49352,0.0,0 days 08:41:21.890000,644.303,12.437,0.114,0.02,0.002167
941,1,0,0,0.636109,0.0,0,1.65628,0.0,0 days 08:39:49.190000,577.178,12.31,0.08,0.021,0.000184
942,1,0,0,11.09226,0.0,0,0.703,0.0,0 days 08:47:30.980000,282.878,14.321,0.114,0.022,0.000239
943,1,0,0,2.61299,0.0,0,0.458,0.0,0 days 08:50:03.720000,116.983,15.892,0.058,0.021,0.000386
944,1,0,0,8.97146,0.0,0,0.872,0.0,0 days 08:56:38.810000,923.239,15.897,1.133,0.035,0.000408
945,1,0,0,4.397187,0.0,0,1.71021,0.0,0 days 08:44:06.560000,680.351,12.295,0.034,0.02,0.000217
946,1,0,0,19.63975,0.0,0,2.183,0.0,0 days 09:08:31.810000,501.182,11.274,0.011,0.023,0.00096
947,1,0,0,19.640151,0.0,0,2.188,0.0,0 days 09:08:31.810000,501.182,11.274,0.011,0.023,0.00096
948,1,0,0,19.63366256,0.0,0,2.11864,0.0,0 days 09:08:31.810000,501.182,11.274,0.011,0.023,0.00096
949,1,0,0,19.640123,0.0,0,1.743843,0.0,0 days 09:08:31.810000,501.182,11.274,0.011,0.023,0.00096
950,1,0,0,19.64,0.0,0,2.11864,0.0,0 days 09:08:31.810000,501.182,11.274,0.011,0.023,0.00096
951,1,0,0,10.90364,0.0,0,0.59,0.0,0 days 08:45:12.100000,228.973,15.267,0.126,0.021,0.000323
952,1,0,0,0.995061,0.0,0,0.864,0.0,0 days 09:03:02.480000,927.712,16.357,1.133,0.031,0.001841
953,1,0,0,11.2362,0.0,0,0.955,0.0,0 days 08:27:35.960000,276.98,12.797,0.092,0.018,0.000345
954,1,1,0,5.749481,0.0,0,0.765,0.0,0 days 08:40:19.810000,360.36,14.487,0.206,0.023,0.000523
955,1,1,0,5.75,0.0,0,0.718666,0.0,0 days 08:40:19.810000,360.36,14.487,0.206,0.023,0.000523
956,1,1,0,5.75052,0.0,0,0.576,0.0,0 days 08:40:19.810000,360.36,14.487,0.206,0.023,0.000523
957,1,0,0,1.6488,0.0,0,0.445314,0.0,0 days 08:41:35.650000,184.055,17.161,0.0469,0.022,0.000929
958,1,0,0,1.648932,0.0,0,0.46,0.0,0 days 08:41:35.650000,184.055,17.161,0.0469,0.022,0.000929
959,1,0,0,24.399869,0.0,0,1.65,0.0,0 days 08:37:56.110000,1062.83,13.754,0.103,0.022,0.000244
960,1,0,0,2.52,0.0,0,1.08666,0.0,0 days 08:45:14.640000,406.157,12.842,0.103,0.023,0.000184
961,1,0,0,0.526316,0.0,0,,,0 days 09:09:50.530000,262.007,16.269,0.217,0.028,0.017903
962,1,0,0,1.108972,0.0,0,,,0 days 09:08:22.710000,466.057,15.026,0.16,0.026,0.002751
963,1,0,0,9.35739,0.0,0,0.595,0.0,0 days 08:33:04.580000,459.035,16.042,0.343,0.026,0.00064
964,1,0,0,1.810718,0.0,0,1.178,0.0,0 days 08:41:41.830000,908.34,14.764,0.172,0.026,0.000226
965,1,0,0,0.582017,0.0,0,1.06418,0.0,0 days 08:57:09.750000,173.184,11.262,0.092,0.023,0.007818
966,1,0,0,1.81042,0.0,0,0.313,0.0,0 days 08:39:30.670000,192.997,,,0.047,0.001584
967,1,0,0,1.810834,0.0,0,0.888,0.0,0 days 08:40:02.190000,187.929,15.564,0.183,0.02,0.00047
968,1,1,0,24.6237203,0.0,0,0.91,0.0,0 days 08:55:13.950000,480.307,13.699,0.137,0.021,0.000172
969,1,0,0,1.810708,0.0,0,2.32513,0.0,0 days 08:39:09.270000,208.619,8.811,0.003,0.029,0.000455
970,1,0,0,9.484994,0.0,0,,,0 days 08:46:35.550000,,,,0.133,
971,1,0,0,9.510911,0.0,0,0.777317,0.0,0 days 08:45:36.580000,407.382,16.139,0.103,0.023,0.000419
972,1,0,0,9.516793,0.0,0,,,0 days 08:43:29.500000,1930.83,19.9478,0.0476,,0.003701
973,1,0,0,9.48658,0.0,0,1.76772,0.0,0 days 08:44:30.340000,641.363,12.455,0.092,0.019,0.000139
974,1,0,0,9.487929,0.0,0,2.65019,0.0,0 days 08:43:50.990000,981.161,12.447,0.08,0.019,0.00014
975,1,0,0,9.49259,0.0,0,7.25626,0.0,0 days 08:43:13.720000,1514.47,12.832,0.114,0.022,0.000132
976,1,0,0,8.841,0.0,0,0.584,0.0,0 days 08:23:51.390000,444.665,15.994,0.206,0.026,0.000581
977,1,0,0,45.38331501,0.0,0,0.815611,0.0,0 days 08:51:49.940000,466.711,14.576,0.149,0.02,0.000239
978,1,0,0,0.858462,0.0,0,0.840819,0.0,0 days 08:53:55.820000,1177.15,17.2548,0.0462,0.097,0.002484
979,1,0,0,3.47701708869,0.0,0,0.84127,0.0,0 days 08:36:42.810000,514.449,14.334,0.08,0.025,0.00026
980,1,0,0,3.47701312,0.0,0,0.84127,0.0,0 days 08:36:42.810000,514.449,14.334,0.08,0.025,0.00026
981,1,0,0,3.4766506,0.0,0,0.879,0.0,0 days 08:36:42.810000,514.449,14.334,0.08,0.025,0.00026
982,1,0,0,3.477,0.0,0,0.84127,0.0,0 days 08:36:42.810000,514.449,14.334,0.08,0.025,0.00026
983,1,0,0,3.476642,0.0,0,0.84,0.0,0 days 08:36:42.810000,514.449,14.334,0.08,0.025,0.00026
984,1,0,0,3.476633,0.0,0,0.865,0.0,0 days 08:36:42.810000,514.449,14.334,0.08,0.025,0.00026
985,1,0,0,0.520451,0.0,0,,,0 days 08:38:45.870000,284.828,18.2343,0.046,,0.001924
986,1,0,0,,,0,1.294,0.0,0 days 08:33:36.450000,408.404,11.529,0.019,0.02,0.000296
987,1,0,0,39.5438,0.0,0,1.294,0.0,0 days 08:33:36.450000,408.404,11.529,0.019,0.02,0.000296
988,1,0,0,,,0,1.294,0.0,0 days 08:33:36.450000,408.404,11.529,0.019,0.02,0.000296
989,1,0,0,26.8662,0.0,0,1.294,0.0,0 days 08:33:36.450000,408.404,11.529,0.019,0.02,0.000296
990,1,0,0,5.7837,0.0,0,1.31,0.0,0 days 08:41:47.660000,289.342,11.992,0.069,0.019,0.000209
991,1,0,0,5.781853,0.0,0,1.383982,0.0,0 days 08:41:47.660000,289.342,11.992,0.069,0.019,0.000209
992,1,0,0,5.78,0.0,0,1.70787,0.0,0 days 08:41:47.660000,289.342,11.992,0.069,0.019,0.000209
993,1,0,0,1.324292,0.0,0,2.71166,0.0,0 days 08:50:51.210000,1213.2,12.129,0.045,0.022,0.003607
994,1,0,0,19.729071,0.0,0,0.712,0.0,0 days 08:18:08.720000,349.289,14.447,0.137,0.02,0.00019
995,1,1,0,19.491,0.0,0,1.3636,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
996,1,1,0,19.491795,0.0,0,1.410092,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
997,1,1,0,19.4921473,0.0,0,1.36,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
998,1,1,0,19.492132,0.0,0,1.48,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
999,1,1,0,19.49221,0.0,0,1.39,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
1000,1,1,0,19.491965,0.0,0,1.485,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
1001,1,1,0,19.49183,0.0,0,1.403,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
1002,1,1,0,19.4921498,0.0,0,1.38,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
1003,1,1,0,19.491,0.0,0,1.387,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
1004,1,1,0,19.49213,0.0,0,1.38,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
1005,1,1,0,19.50735025,0.0,0,1.3636,0.0,0 days 09:06:17.810000,181.69,10.154,0.008,0.02,0.000372
